index,cep,logradouro,complemento,bairro,localidade,uf,ibge,gia,ddd,siafi
60165075,60165-075,Avenida da Abolição,até 2691 - lado ímpar,Meireles,Fortaleza,CE,2304400,,85,1389
60710903,60710-903,Rua Lourenço Pessoa,s/n,Maraponga,Fortaleza,CE,2304400,,85,1389
60175157,60175-157,Rua Frei Mansueto,de 631 ao fim - lado ímpar,Varjota,Fortaleza,CE,2304400,,85,1389
60160180,60160-180,Rua Acaraú,,Meireles,Fortaleza,CE,2304400,,85,1389
60050130,60050-130,Avenida Felino Barroso,,Fátima,Fortaleza,CE,2304400,,85,1389
60035000,60035-000,Rua Pedro Pereira,até 1033/1034,Centro,Fortaleza,CE,2304400,,85,1389
60822488,60822-488,Rua Visconde de Barbacena,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60050110,60050-110,Rua Eusébio de Sousa,até 799/800,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60135218,60135-218,Rua Joaquim Sá,de 151/152 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60821581,60821-581,Rua João Paulo Lourinho,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60840120,60840-120,Rua Padre Carlos Alencar,,Messejana,Fortaleza,CE,2304400,,85,1389
60750700,60750-700,Rua 56,(Cj Prefeito José Walter),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60743902,60743-902,Avenida Doutor Silas Munguba,5700,Passaré,Fortaleza,CE,2304400,,85,1389
60864525,60864-525,Rua Eucalipto,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60875580,60875-580,Rua E,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60055170,60055-170,Avenida Visconde do Rio Branco,até 1819/1820,Centro,Fortaleza,CE,2304400,,85,1389
60714212,60714-212,Vila Joaquim Lima,,Itaperi,Fortaleza,CE,2304400,,85,1389
60824245,60824-245,Avenida Ministro José Américo,até 1319/1320,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60864555,60864-555,Rua Angelim,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60310350,60310-350,Rua Odorico de Morais,,Jacarecanga,Fortaleza,CE,2304400,,85,1389
60450235,60450-235,Rua Professor Lino Encarnação,até 574/575,Parquelândia,Fortaleza,CE,2304400,,85,1389
60356001,60356-001,Avenida Mister Hull,até 3609 - lado ímpar,Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60711020,60711-020,Rua Mimosa Coelho,,Maraponga,Fortaleza,CE,2304400,,85,1389
60534280,60534-280,Avenida Senador Fernandes Távora,de 2962 ao fim - lado par,Genibaú,Fortaleza,CE,2304400,,85,1389
60832390,60832-390,Rua João Bezerra,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60430355,60430-355,Rua Monsenhor Furtado,de 491/492 a 1999/2000,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60450665,60450-665,Rua Padre Guerra,até 914/915,Parque Araxá,Fortaleza,CE,2304400,,85,1389
60750810,60750-810,Rua 67,(Cj Prefeito José Walter),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60441685,60441-685,Rua Amazonas,,Bela Vista,Fortaleza,CE,2304400,,85,1389
60181475,60181-475,Avenida Engenheiro Luiz Vieira,lado ímpar,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60864240,60864-240,Rua Padre Paulino,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60320350,60320-350,Rua Eretides Martins,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60175405,60175-405,Rua Nova Petrópolis,,Papicu,Fortaleza,CE,2304400,,85,1389
60055360,60055-360,Rua João Lobo Filho,,Fátima,Fortaleza,CE,2304400,,85,1389
60833302,60833-302,Avenida Evilásio Almeida Miranda,de 301/302 ao fim,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60534510,60534-510,Rua Barra Verde,,Genibaú,Fortaleza,CE,2304400,,85,1389
60711005,60711-005,Rua Holanda,,Maraponga,Fortaleza,CE,2304400,,85,1389
60822131,60822-131,Avenida Oliveira Paiva,até 1601 - lado ímpar,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60450360,60450-360,Rua Professor Anacleto,,Parquelândia,Fortaleza,CE,2304400,,85,1389
60822510,60822-510,Rua Antônio de Castro,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60810110,60810-110,Rua Francisco Farias Filho,,Guararapes,Fortaleza,CE,2304400,,85,1389
60821770,60821-770,Rua Núbia Barrocas,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60182250,60182-250,Avenida Clóvis Matos,,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60333360,60333-360,Rua 1,(Cj Sítio Aratanha),Barra do Ceará,Fortaleza,CE,2304400,,85,1389
60822638,60822-638,Travessa Campo Gerais,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60130371,60130-371,Rua Monsenhor Salazar,de 1037/1038 ao fim,Tauape,Fortaleza,CE,2304400,,85,1389
60812535,60812-535,Avenida Paisagística,(Lot Cidade Ecológica),Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60135182,60135-182,Vila Carlos Vasconcelos,,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60831310,60831-310,Rua Cajazeiras,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60335015,60335-015,Avenida Presidente Castelo Branco,de 3151 a 3483 - lado ímpar,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60832825,60832-825,Rua Paulo de Castro,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60834245,60834-245,Rua Anísio Teixeira,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60813460,60813-460,Rua Antônio Fortes,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60110400,60110-400,Travessa Antônio Augusto,,Meireles,Fortaleza,CE,2304400,,85,1389
60182322,60182-322,Avenida Clóvis Arrais Maia,até 3699/3700,Praia do Futuro I,Fortaleza,CE,2304400,,85,1389
60831078,60831-078,Rua José Gaudêncio Moreira,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60822095,60822-095,Rua Alisson Batista de Medeiros,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60015210,60015-210,Rua Campos Sales,,Farias Brito,Fortaleza,CE,2304400,,85,1389
60115270,60115-270,Rua Antônio Lima,,Meireles,Fortaleza,CE,2304400,,85,1389
60170000,60170-000,Avenida Desembargador Moreira,até 900 - lado par,Meireles,Fortaleza,CE,2304400,,85,1389
60050011,60050-011,Rua da Assunção,de 601/602 a 1399/1400,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60714220,60714-220,Avenida Bernardo Manuel,de 7802 a 8340 - lado par,Itaperi,Fortaleza,CE,2304400,,85,1389
60833322,60833-322,Rua Olyntho Arruda,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60743770,60743-770,Avenida Prudente Brasil,,Passaré,Fortaleza,CE,2304400,,85,1389
60760510,60760-510,Rua Coronel de Queiroz,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60175145,60175-145,Rua Eduardo Sabóia,,Papicu,Fortaleza,CE,2304400,,85,1389
60821120,60821-120,Rua Desembargador Carvalho Lima,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60160196,60160-196,Avenida Dom Luís,lado par,Aldeota,Fortaleza,CE,2304400,,85,1389
60711055,60711-055,Rua Francisco Glicério,até 1468/1469,Maraponga,Fortaleza,CE,2304400,,85,1389
60135640,60135-640,Rua dos Manguezais,,Tauape,Fortaleza,CE,2304400,,85,1389
60192130,60192-130,Rua Carolina Sucupira,de 1551/1552 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60181816,60181-816,Rua Oliveira Filho,de 1061/1062 a 1699/1700,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60813730,60813-730,Rua Coronel Aluísio Borba,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60521032,60521-032,Rua Padre Sá Leitão,até 1198/1199,Henrique Jorge,Fortaleza,CE,2304400,,85,1389
60834441,60834-441,Rua Dr. Ernesto Monteiro,até 1299/1300,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60181206,60181-206,Avenida Engenheiro Santana Júnior,até 444/445,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60192080,60192-080,Travessa Vicente Linhares,,Cocó,Fortaleza,CE,2304400,,85,1389
60440594,60440-594,Avenida Jovita Feitosa,de 3300 ao fim - lado par,Pici,Fortaleza,CE,2304400,,85,1389
60767830,60767-830,Rua IV Cj Planalto Mondubim,,Mondubim,Fortaleza,CE,2304400,,85,1389
60830605,60830-605,Rua Egídio de Oliveira,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60830125,60830-125,Rua Bill Cartaxo,de 1501/1502 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60135000,60135-000,Rua Rocha Lima,até 788/789,Centro,Fortaleza,CE,2304400,,85,1389
60525625,60525-625,Rua Décio de Castro,de 300/301 a 749/750,João XXIII,Fortaleza,CE,2304400,,85,1389
60861030,60861-030,Rua São Sebastião,,Boa Vista-Castelão,Fortaleza,CE,2304400,,85,1389
60742175,60742-175,Rua Caramuru,até 298/299,Serrinha,Fortaleza,CE,2304400,,85,1389
60864300,60864-300,Rua Tenente Tito Barros,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60872060,60872-060,Rua Pouso Alegre,,Coaçu,Fortaleza,CE,2304400,,85,1389
60175270,60175-270,Rua Manuel Jesuíno,até 499/500,Mucuripe,Fortaleza,CE,2304400,,85,1389
60824144,60824-144,Rua Amâncio Valente,,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60050220,60050-220,Rua Juvenal de Carvalho,,Fátima,Fortaleza,CE,2304400,,85,1389
60714335,60714-335,Rua Oregon,,Itaperi,Fortaleza,CE,2304400,,85,1389
60150060,60150-060,Rua Torres Câmara,,Aldeota,Fortaleza,CE,2304400,,85,1389
60822520,60822-520,Rua Escrivão Azevedo,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60712175,60712-175,Rua Coronel Jaime Rolemberg,,Jardim Cearense,Fortaleza,CE,2304400,,85,1389
60320210,60320-210,Rua Coronel Raimundo Guanabara,,São Gerardo,Fortaleza,CE,2304400,,85,1389
60125973,60125-973,Rua Osvaldo Cruz,2321,Meireles,Fortaleza,CE,2304400,,85,1389
60830132,60830-132,Rua Doutor Joaquim Frota,lado par,José de Alencar,Fortaleza,CE,2304400,,85,1389
60743847,60743-847,Rua L Lot Novo Passaré,,Passaré,Fortaleza,CE,2304400,,85,1389
60055220,60055-220,Rua Abaiara,,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60710830,60710-830,Rua Sebastião de Abreu,,Maraponga,Fortaleza,CE,2304400,,85,1389
60431130,60431-130,Rua Idelzuite Correia Lima,,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60430350,60430-350,Rua Monsenhor Furtado,até 489/490,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60860470,60860-470,Rua 1 Res Napoleão Viana,,Dias Macedo,Fortaleza,CE,2304400,,85,1389
60055340,60055-340,Rua Alto Santo,de 121/122 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60822490,60822-490,Avenida Ulisses Bezerra,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60335440,60335-440,Rua Antonino Fontenele,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60110533,60110-533,Rua Antônio Augusto,de 2101/2102 ao fim,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60335470,60335-470,Rua Manacá,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60830315,60830-315,Rua Osvaldo Aguiar,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60764180,60764-180,Rua Mário Filho,,Novo Mondubim,Fortaleza,CE,2304400,,85,1389
60871640,60871-640,Rua José Cavalcante Sobrinho,,Coaçu,Fortaleza,CE,2304400,,85,1389
60410322,60410-322,Rua Professor Vicente Silveira,até 269/270,Parreão,Fortaleza,CE,2304400,,85,1389
60822327,60822-327,Rua Fausto Aguiar,de 499 ao fim - lado ímpar,Cambeba,Fortaleza,CE,2304400,,85,1389
60135230,60135-230,Rua Benjamim Torres,,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60833005,60833-005,Avenida Washington Soares,de 3739 a 4791 - lado ímpar,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60863780,60863-780,Rua 13,(Cj João Paulo II),Barroso,Fortaleza,CE,2304400,,85,1389
60440192,60440-192,Rua Belo Horizonte,de 2674/2675 ao fim,Jóquei Clube,Fortaleza,CE,2304400,,85,1389
60125151,60125-151,Rua Osvaldo Cruz,de 2071/2072 a 3198/3199,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60526185,60526-185,Rua Belém,até 299/300,Dom Lustosa,Fortaleza,CE,2304400,,85,1389
60811341,60811-341,Avenida Washington Soares,até 3737 - lado ímpar,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60175222,60175-222,Rua República do Líbano,de 1201/1202 ao fim,Varjota,Fortaleza,CE,2304400,,85,1389
60192150,60192-150,Rua General Tertuliano Potiguara,de 1800/1801 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60831428,60831-428,Rua Chico Silvestre,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60415040,60415-040,Rua Ministro Joaquim Bastos,,Fátima,Fortaleza,CE,2304400,,85,1389
60442132,60442-132,Rua Mário de Andrade,até 1589/1590,Bela Vista,Fortaleza,CE,2304400,,85,1389
60450610,60450-610,Rua José Sombra,,Parque Araxá,Fortaleza,CE,2304400,,85,1389
60181265,60181-265,Rua Valdetário Mota,até 408/409,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60050145,60050-145,Rua Solon Pinheiro,de 1351/1352 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60743060,60743-060,Rua 6,(Cj Veneza Tropical),Itaperi,Fortaleza,CE,2304400,,85,1389
60532060,60532-060,Rua 759,,Conjunto Ceará II,Fortaleza,CE,2304400,,85,1389
60822182,60822-182,Rua Santa Marta,,Cambeba,Fortaleza,CE,2304400,,85,1389
60346452,60346-452,Rua Carlos Gondim,até 584/585,Jardim Guanabara,Fortaleza,CE,2304400,,85,1389
60710080,60710-080,Rua Cônego Mourão,,Parangaba,Fortaleza,CE,2304400,,85,1389
60740600,60740-600,Rua Aluísio Mamede,,Parangaba,Fortaleza,CE,2304400,,85,1389
60192200,60192-200,Avenida Engenheiro Santana Júnior,de 1446 ao fim - lado par,Cocó,Fortaleza,CE,2304400,,85,1389
60864435,60864-435,Rua Francisca Nogueira Ramos,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60320410,60320-410,Rua Henrique Ellery,lado par,Ellery,Fortaleza,CE,2304400,,85,1389
60712005,60712-005,Rua São José,,Jardim Cearense,Fortaleza,CE,2304400,,85,1389
60833261,60833-261,Rua Tabelião Joaquim Coelho,de 251/252 ao fim,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60876785,60876-785,Rua 1 Lot Parque Verde,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60830015,60830-015,Rua Ministro Abner de Vasconcelos,de 1591/1592 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60711420,60711-420,Vila Alexandre de Lima,,Maraponga,Fortaleza,CE,2304400,,85,1389
60175090,60175-090,Rua Delmiro Gouveia,,Varjota,Fortaleza,CE,2304400,,85,1389
60821705,60821-705,Rua Padre Januário Campos,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60761265,60761-265,Rua E,(Lot Parque Montenegro I),Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60010280,60010-280,Avenida Filomeno Gomes,até 593/594,Jacarecanga,Fortaleza,CE,2304400,,85,1389
60766485,60766-485,Rua Novo Amanhecer,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60744040,60744-040,Avenida dos Paroaras,,Passaré,Fortaleza,CE,2304400,,85,1389
60865430,60865-430,Rua Jurema,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60822915,60822-915,Avenida General Afonso Albuquerque Lima,s/n,Cambeba,Fortaleza,CE,2304400,,85,1389
60762615,60762-615,Rua 2,(Cj Pequeno Mondubim),Mondubim,Fortaleza,CE,2304400,,85,1389
60361260,60361-260,Rua 1,(Cj Tupinambá da Frota),Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60760305,60760-305,Rua José Lucas,de 476/477 ao fim,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60824062,60824-062,Avenida Desembargador Gonzaga,lado par,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60020080,60020-080,Rua Júlio César,até 349/350,Benfica,Fortaleza,CE,2304400,,85,1389
60841220,60841-220,Rua Cesário Lange,,Messejana,Fortaleza,CE,2304400,,85,1389
60182026,60182-026,Avenida Zeze Diogo,de 2101/2102 ao fim,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60410234,60410-234,Avenida dos Expedicionários,de 5002 ao fim - lado par,Montese,Fortaleza,CE,2304400,,85,1389
60711220,60711-220,Rua Florêncio Coelho Holanda,,Maraponga,Fortaleza,CE,2304400,,85,1389
60876670,60876-670,Rua Verde 44,(Cj Sítio São João),Jangurussu,Fortaleza,CE,2304400,,85,1389
60135041,60135-041,Rua Padre Valdevino,de 761 ao fim - lado ímpar,Aldeota,Fortaleza,CE,2304400,,85,1389
60181481,60181-481,Rua Renato Braga,,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60455495,60455-495,Rua Érico Mota,de 490/491 ao fim,Amadeu Furtado,Fortaleza,CE,2304400,,85,1389
60170220,60170-220,Rua Júlio Ibiapina,,Meireles,Fortaleza,CE,2304400,,85,1389
60120170,60120-170,Rua Fiscal Vieira,até 3598/3599,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60810001,60810-001,Avenida Rogaciano Leite,até 1129 - lado ímpar,Guararapes,Fortaleza,CE,2304400,,85,1389
60752090,60752-090,Rua 8,(Cj Sítio do Córrego),Mondubim,Fortaleza,CE,2304400,,85,1389
60415150,60415-150,Rua Luciano Magalhães,,Fátima,Fortaleza,CE,2304400,,85,1389
60140032,60140-032,Avenida Heraclito Graça,de 918 ao fim - lado par,Aldeota,Fortaleza,CE,2304400,,85,1389
60760000,60760-000,Avenida Bernardo Manuel,de 11507 ao fim - lado ímpar,Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60720350,60720-350,Rua Araripe Prata,,Parangaba,Fortaleza,CE,2304400,,85,1389
60711555,60711-555,Rua Professor Manduca,,Mondubim,Fortaleza,CE,2304400,,85,1389
60811040,60811-040,Rua Nelson Studart,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60831295,60831-295,Avenida Odilon Guimarães,de 2501/2502 ao fim,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60450245,60450-245,Rua Dom José Lourenço,até 719/720,Parquelândia,Fortaleza,CE,2304400,,85,1389
60864370,60864-370,Rua Enfermeiro Joaquim Pinto,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60865040,60865-040,Rua Maria Alves Ribeiro,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60762655,60762-655,Rua 5,(Cj Pequeno Mondubim),Mondubim,Fortaleza,CE,2304400,,85,1389
60876380,60876-380,Rua Verde 9,(Cj Sítio São João),Jangurussu,Fortaleza,CE,2304400,,85,1389
60160194,60160-194,Rua Pereira Filgueiras,de 1002 ao fim - lado par,Aldeota,Fortaleza,CE,2304400,,85,1389
60761485,60761-485,Rua Brilhante,,Mondubim,Fortaleza,CE,2304400,,85,1389
60862345,60862-345,Rua D,(Lot Parque Adriano),Passaré,Fortaleza,CE,2304400,,85,1389
60140100,60140-100,Rua Pero Coelho,até 989/990,Centro,Fortaleza,CE,2304400,,85,1389
60823080,60823-080,Rua Luís Mendes,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60135140,60135-140,Rua Adolfo Siqueira,,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60346255,60346-255,Rua Padre Teodoro,,Jardim Guanabara,Fortaleza,CE,2304400,,85,1389
60050071,60050-071,Rua Barão de Aratanha,de 340/341 a 1079/1080,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60863345,60863-345,Rua Waldemar de Alcântara,,Barroso,Fortaleza,CE,2304400,,85,1389
60810320,60810-320,Rua Justino Café Neto,,Guararapes,Fortaleza,CE,2304400,,85,1389
60060320,60060-320,Rua dos Arariús,,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60165010,60165-010,Avenida Monsenhor Tabosa,até 746 - lado par,Centro,Fortaleza,CE,2304400,,85,1389
60833455,60833-455,Rua 12 Lot Cidade Leste,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60744012,60744-012,Rua Joaquim Martins,,Passaré,Fortaleza,CE,2304400,,85,1389
60170250,60170-250,Avenida Senador Virgílio Távora,até 890 - lado par,Meireles,Fortaleza,CE,2304400,,85,1389
60455473,60455-473,Avenida Jovita Feitosa,de 891 a 3239 - lado ímpar,Amadeu Furtado,Fortaleza,CE,2304400,,85,1389
60120000,60120-000,Avenida Barão de Studart,até 760 - lado par,Meireles,Fortaleza,CE,2304400,,85,1389
60525566,60525-566,Avenida Lineu Machado,de 1182 a 1822 - lado par,João XXIII,Fortaleza,CE,2304400,,85,1389
60320680,60320-680,Rua Plácido de Carvalho,de 351/352 ao fim,Monte Castelo,Fortaleza,CE,2304400,,85,1389
60455370,60455-370,Rua Frecheirinha,,Parquelândia,Fortaleza,CE,2304400,,85,1389
60532090,60532-090,Rua 765,,Conjunto Ceará II,Fortaleza,CE,2304400,,85,1389
60720690,60720-690,Rua Afrânio Peixoto,,Parangaba,Fortaleza,CE,2304400,,85,1389
60821490,60821-490,Avenida Léa Pompeu,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60830345,60830-345,Rua Manuel Teixeira,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60347112,60347-112,Avenida Coronel Carvalho,até 1360 - lado par,Vila Velha,Fortaleza,CE,2304400,,85,1389
60831435,60831-435,Rua Aurino Colares,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60135490,60135-490,Rua Plínio Câmara,,Tauape,Fortaleza,CE,2304400,,85,1389
60130240,60130-240,Avenida Pontes Vieira,até 1550 - lado par,Tauape,Fortaleza,CE,2304400,,85,1389
60177110,60177-110,Rua J. P. Morgan,,De Lourdes,Fortaleza,CE,2304400,,85,1389
60310000,60310-000,Avenida Francisco Sá,de 2402 a 2678 - lado par,Jacarecanga,Fortaleza,CE,2304400,,85,1389
60356675,60356-675,Avenida Mister Hull,de 4383 a 5599 - lado ímpar,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60864311,60864-311,Avenida Deputado Paulino Rocha,até 2009 - lado ímpar,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60170251,60170-251,Avenida Senador Virgílio Távora,de 2191 ao fim - lado ímpar,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60442048,60442-048,Rua Primeiro de Julho,até 99/100,Couto Fernandes,Fortaleza,CE,2304400,,85,1389
60310310,60310-310,Rua Juvêncio Barroso,,Carlito Pamplona,Fortaleza,CE,2304400,,85,1389
60175057,60175-057,Avenida Santos Dumont,de 6871 a 7701 - lado ímpar,Papicu,Fortaleza,CE,2304400,,85,1389
60170079,60170-079,Avenida Senador Virgílio Távora,de 891 a 2189 - lado ímpar,Aldeota,Fortaleza,CE,2304400,,85,1389
60873175,60873-175,Rua Isabel Bezerra,,Parque Santa Maria,Fortaleza,CE,2304400,,85,1389
60831260,60831-260,Rua José Bonfim Júnior,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60050105,60050-105,Rua Dom Sebastião Leme,até 169/170,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60812370,60812-370,Rua F,(Cj Village Água Fria),Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60175705,60175-705,Rua Ary Barroso,,Papicu,Fortaleza,CE,2304400,,85,1389
60120325,60120-325,Rua Osvaldo Cruz,de 3200/3201 ao fim,Tauape,Fortaleza,CE,2304400,,85,1389
60831610,60831-610,Rua Ramiro Ferreira Façanha,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60865030,60865-030,Rua Antônio Alves Ribeiro,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60751260,60751-260,Rua E,(Lot Parque Montenegro II),Prefeito José Walter,Fortaleza,CE,2304400,,85,1389
60360120,60360-120,Rua Hipólito Pamplona,de 201/202 ao fim,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60811900,60811-900,Avenida Washington Soares,85,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60350350,60350-350,Rua Anário Braga,,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60873530,60873-530,Rua Guarani,,Paupina,Fortaleza,CE,2304400,,85,1389
60813650,60813-650,Rua NS 08,(Lot Sítio Tunga/Alpha Village),Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60863260,60863-260,Rua Maximiano Barreto,de 700/701 ao fim,Barroso,Fortaleza,CE,2304400,,85,1389
60150010,60150-010,Rua Porangá,,Centro,Fortaleza,CE,2304400,,85,1389
60822250,60822-250,Rua Doutor Walter Porto,,Cambeba,Fortaleza,CE,2304400,,85,1389
60822415,60822-415,Rua Nenem Arruda,até 299/300,Cambeba,Fortaleza,CE,2304400,,85,1389
60822971,60822-971,Avenida Oliveira Paiva,2800,Cambeba,Fortaleza,CE,2304400,,85,1389
60160030,60160-030,Rua Alfredo Prudente,,Centro,Fortaleza,CE,2304400,,85,1389
60765173,60765-173,Avenida Maria Gomes de Sá,de 970 ao fim - lado par,Mondubim,Fortaleza,CE,2304400,,85,1389
60135203,60135-203,Avenida Antônio Sales,de 1691 a 3407 - lado ímpar,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60425788,60425-788,Rua Abigail Bandeira,,Damas,Fortaleza,CE,2304400,,85,1389
60110515,60110-515,Rua Nogueira Acioli,de 1680/1681 ao fim,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60834215,60834-215,Rua Parsifal Barroso,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60410672,60410-672,Rua Professor Vicente Silveira,de 271/272 ao fim,Vila União,Fortaleza,CE,2304400,,85,1389
60824140,60824-140,Rua Adualdo Batista,,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60326170,60326-170,Rua Sabino Batista,,Monte Castelo,Fortaleza,CE,2304400,,85,1389
60130730,60130-730,Travessa Boa Esperança,,Tauape,Fortaleza,CE,2304400,,85,1389
60824055,60824-055,Rua Pedro Hermano de Vasconcelos,,Parque Iracema,Fortaleza,CE,2304400,,85,1389
60763672,60763-672,Rua 1 Cj Apolo XI,,Conjunto Esperança,Fortaleza,CE,2304400,,85,1389
60175832,60175-832,Rua José Carlos Gurgel Nogueira,de 211/212 ao fim,Papicu,Fortaleza,CE,2304400,,85,1389
60431072,60431-072,Rua Francisca Clotilde,de 495/496 ao fim,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60175155,60175-155,Rua Helena Maria,,Papicu,Fortaleza,CE,2304400,,85,1389
60822075,60822-075,Rua Doutor José Plutarco,até 99/100,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60440118,60440-118,Rua Ceará,de 1 ao fim - lado ímpar,Demócrito Rocha,Fortaleza,CE,2304400,,85,1389
